City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
201,Lengshuijiang,CN,27.6881,111.4294,62.08,96,99,1.21,overcast clouds,2022-05-20 20:59:38
202,Bonfim,BR,3.0833,-59.95,84.72,63,54,4.74,moderate rain,2022-05-20 20:59:38
203,Sept-Iles,CA,50.2001,-66.3821,54.05,68,40,16.11,scattered clouds,2022-05-20 20:59:38
204,Cairns,AU,-16.9167,145.7667,74.07,91,40,10.36,scattered clouds,2022-05-20 20:59:39
205,Bria,CF,6.5423,21.9863,69.91,95,94,3.8,light rain,2022-05-20 20:59:39
206,Kargopol,RU,61.5071,38.9456,33.37,79,100,3.24,overcast clouds,2022-05-20 20:59:40
207,Erenhot,CN,43.6475,111.9767,66.74,20,34,6.15,scattered clouds,2022-05-20 20:59:40
208,Pauini,BR,-7.7136,-66.9764,82.04,61,99,0.43,overcast clouds,2022-05-20 20:59:40
209,Ribeira Grande,PT,38.5167,-28.7,63.0,100,100,2.3,fog,2022-05-20 20:59:41
210,Esfarayen,IR,37.0765,57.5101,64.06,31,2,4.29,clear sky,2022-05-20 20:59:42
211,Chara,RU,56.9064,118.2631,43.09,83,77,2.84,broken clouds,2022-05-20 20:59:42
212,Narsaq,GL,60.9167,-46.05,43.75,68,20,5.61,few clouds,2022-05-20 20:59:43
213,Airai,TL,-8.9266,125.4092,57.43,90,35,4.07,scattered clouds,2022-05-20 20:59:43
214,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,75.99,32,64,3.78,broken clouds,2022-05-20 20:59:44
215,Araouane,ML,18.9048,-3.5265,92.08,9,25,7.78,scattered clouds,2022-05-20 20:59:44
216,Sorong,ID,-0.8833,131.25,77.52,87,78,6.64,broken clouds,2022-05-20 20:59:45
217,Harer,ET,9.3094,42.1258,68.11,47,100,6.76,overcast clouds,2022-05-20 20:59:45
218,Hayesville,US,44.986,-122.9829,60.87,52,30,5.01,scattered clouds,2022-05-20 20:59:46
219,Mar Del Plata,AR,-38.0023,-57.5575,59.95,65,0,11.5,clear sky,2022-05-20 20:59:21
220,Bentong,MY,3.5181,101.9079,74.43,96,82,1.23,broken clouds,2022-05-20 20:59:46
221,Nikolskoye,RU,59.7035,30.7861,44.49,75,97,5.46,overcast clouds,2022-05-20 20:59:47
222,Port Blair,IN,11.6667,92.75,83.07,79,100,18.45,overcast clouds,2022-05-20 20:59:47
223,Fomboni,KM,-12.28,43.7425,80.24,70,12,9.01,few clouds,2022-05-20 20:59:47
224,Tiksi,RU,71.6872,128.8694,31.32,84,100,6.98,overcast clouds,2022-05-20 20:59:48
225,Dodge City,US,37.7528,-100.0171,73.24,32,35,10.0,scattered clouds,2022-05-20 20:59:48
226,Mount Gambier,AU,-37.8333,140.7667,39.11,100,14,0.0,few clouds,2022-05-20 20:59:49
227,La Crosse,US,43.8014,-91.2396,61.36,88,100,6.8,overcast clouds,2022-05-20 20:55:31
228,Port Hardy,CA,50.6996,-127.4199,53.6,81,20,5.75,few clouds,2022-05-20 20:56:59
229,Tortoli,IT,39.9256,9.6572,65.86,63,1,4.76,clear sky,2022-05-20 20:59:49
230,Yar-Sale,RU,66.8333,70.8333,33.33,91,100,20.69,light snow,2022-05-20 20:59:50
231,Santa Marinella,IT,42.0345,11.8536,67.48,46,9,2.3,clear sky,2022-05-20 20:59:50
232,Norman Wells,CA,65.282,-126.8329,55.44,44,75,6.91,broken clouds,2022-05-20 20:59:51
233,Bhavani,IN,11.45,77.6833,78.35,78,67,8.68,broken clouds,2022-05-20 20:59:51
234,Buraydah,SA,26.326,43.975,91.85,9,0,9.78,clear sky,2022-05-20 21:00:52
235,San Juan,AR,-31.5375,-68.5364,67.5,21,1,16.04,clear sky,2022-05-20 20:58:08
236,Acapulco,MX,16.8634,-99.8901,86.36,51,86,14.58,overcast clouds,2022-05-20 20:56:57
237,Erzin,TR,36.9559,36.2,64.36,35,0,4.38,clear sky,2022-05-20 21:00:53
238,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.21,55,3,11.74,clear sky,2022-05-20 21:00:53
239,Am Timan,TD,11.0297,20.2827,86.34,49,25,10.27,scattered clouds,2022-05-20 21:00:54
240,Opuwo,NA,-18.0607,13.84,55.67,29,0,4.41,clear sky,2022-05-20 21:00:54
241,Altay,CN,47.8667,88.1167,58.05,54,5,7.52,clear sky,2022-05-20 21:00:55
242,Coquimbo,CL,-29.9533,-71.3436,63.1,71,100,6.04,overcast clouds,2022-05-20 21:00:55
243,Lasa,IT,46.6166,10.7002,64.36,88,100,2.39,overcast clouds,2022-05-20 21:00:56
244,Nouadhibou,MR,20.931,-17.0347,66.09,87,42,25.61,scattered clouds,2022-05-20 21:00:56
245,Kahului,US,20.8947,-156.47,80.96,80,56,4.56,broken clouds,2022-05-20 20:59:49
246,Grieskirchen,AT,48.2333,13.8333,72.86,79,30,5.19,light rain,2022-05-20 21:00:57
247,Butembo,CD,0.15,29.2833,58.86,95,100,2.51,light rain,2022-05-20 21:00:57
248,Ilulissat,GL,69.2167,-51.1,36.9,72,100,3.76,overcast clouds,2022-05-20 20:57:58
249,Mnogovershinnyy,RU,53.9353,139.9242,38.73,75,52,4.12,broken clouds,2022-05-20 21:00:58
250,Thinadhoo,MV,0.5333,72.9333,83.3,73,73,9.66,broken clouds,2022-05-20 21:00:59
251,Bamiantong,CN,44.9333,130.5333,58.05,69,99,4.65,overcast clouds,2022-05-20 21:00:59
252,Waipawa,NZ,-41.4122,175.5153,46.36,70,0,12.41,clear sky,2022-05-20 21:00:59
253,Port Alberni,CA,49.2413,-124.8028,67.93,42,9,4.0,clear sky,2022-05-20 20:57:27
254,Acajutla,SV,13.5928,-89.8275,84.22,66,81,6.55,broken clouds,2022-05-20 21:01:00
255,Whitehorse,CA,60.7161,-135.0538,58.1,38,75,6.91,broken clouds,2022-05-20 20:57:57
256,Kloulklubed,PW,7.0419,134.2556,81.79,80,84,10.85,broken clouds,2022-05-20 21:01:01
257,Dudinka,RU,69.4058,86.1778,40.01,91,100,11.1,light rain,2022-05-20 21:01:01
258,Bethel,US,41.3712,-73.414,75.18,53,68,10.49,broken clouds,2022-05-20 21:01:02
259,Pabna,BD,24.0,89.25,81.45,84,1,9.57,clear sky,2022-05-20 21:01:03
260,Teguise,ES,29.0605,-13.564,64.62,77,20,11.5,few clouds,2022-05-20 21:01:03
261,Argostolion,GR,38.1811,20.489,64.89,62,58,5.28,broken clouds,2022-05-20 21:01:04
262,Novobirilyussy,RU,56.9514,90.6661,55.18,56,58,8.72,broken clouds,2022-05-20 21:01:04
263,Arraial Do Cabo,BR,-22.9661,-42.0278,69.13,74,15,16.44,few clouds,2022-05-20 21:01:05
264,Viking,CA,53.1001,-111.7684,44.82,39,100,15.99,overcast clouds,2022-05-20 21:01:06
265,Uyemskiy,RU,64.4743,40.8524,35.65,59,100,4.47,overcast clouds,2022-05-20 21:01:06
266,Davila,PH,18.4726,120.5763,79.21,85,100,13.73,moderate rain,2022-05-20 21:01:07
267,Ixtapa,MX,20.7,-105.2,90.88,36,1,8.72,clear sky,2022-05-20 21:01:07
268,Alyangula,AU,-13.8483,136.4192,78.98,73,0,12.66,clear sky,2022-05-20 21:01:08
269,Hackettstown,US,40.854,-74.8291,70.47,95,92,10.22,moderate rain,2022-05-20 21:01:09
270,Nemuro,JP,43.3236,145.575,47.59,91,1,6.51,clear sky,2022-05-20 20:58:33
271,Bendigo,AU,-36.7667,144.2833,45.86,59,95,1.99,overcast clouds,2022-05-20 21:01:09
272,Santa Cruz,BO,-17.8,-63.1667,77.05,33,6,13.8,clear sky,2022-05-20 20:57:38
273,Noumea,NC,-22.2763,166.4572,77.0,99,100,18.48,overcast clouds,2022-05-20 21:01:10
274,Vredendal,ZA,-31.6683,18.5012,53.47,80,0,12.93,clear sky,2022-05-20 21:01:11
275,Penzance,GB,50.1186,-5.5371,55.09,89,29,13.87,scattered clouds,2022-05-20 21:01:11
276,Grindavik,IS,63.8424,-22.4338,52.27,76,75,6.91,broken clouds,2022-05-20 21:01:12
277,Shimanovsk,RU,52.0,127.7,48.78,79,96,6.06,overcast clouds,2022-05-20 21:02:12
